block_idx,rows,bias_type,stop_at,final_entropy,entropy_curve
5668,113340-113359,race-color,17,5.491349953430468,"[4.477177619613196, 4.82260315094652, 5.063559578418207, 5.124765136158376, 5.081516823779667, 5.232230777808421, 5.3258431478454735, 5.400835499798132, 5.398177661305912, 5.373863230982495, 5.4028911493823095, 5.41195691650503, 5.473014283535416, 5.505705628075923, 5.511957905146702, 5.491719683948289, 5.4860764061004, 5.455521134480012, 5.4874718246548415, 5.491349953430468]"
5669,113360-113379,race-color,18,5.889458577637774,"[4.676263300416702, 4.774420517125251, 4.836705384578482, 4.789598117152332, 4.972057480030472, 5.4558731193349175, 5.642945206016961, 5.766609263335499, 5.803033677624255, 5.851272515626662, 5.861715417885711, 5.909710855614703, 5.887081451585104, 5.858546119979457, 5.880656247190788, 5.878102905842844, 5.8980657259834235, 5.875819086074913, 5.862497269149354, 5.889458577637774]"
5670,113380-113399,race-color,15,5.833884251084069,"[4.931309374917303, 5.305762528507942, 5.348519586273781, 5.574797043577737, 5.5136997982895934, 5.685937490511382, 5.725705491706525, 5.745156848181161, 5.806267586121184, 5.843211630251781, 5.890933057827312, 5.949271321155292, 5.925018828213821, 5.937969356982285, 5.946000921789401, 5.910148215163258, 5.865732885917969, 5.855754013399701, 5.857605311338265, 5.833884251084069]"
5671,113400-113419,race-color,12,6.038647880814699,"[4.506887518359187, 4.615800090263911, 4.879221028035317, 5.255698663476932, 5.1753005355182955, 5.580238489194243, 5.7736591457553486, 5.91383381247746, 5.970384688982745, 5.985729328331716, 5.998760359024319, 6.009846841434087, 6.033367139591671, 6.018527386942442, 5.989404754363306, 6.036967060876328, 6.02472566193147, 6.030627508142736, 6.039155616129915, 6.038647880814699]"
5672,113420-113439,race-color,11,5.4193538238775245,"[4.2461977277952645, 4.68322640449475, 4.804597606264332, 5.065383437792837, 5.169774915041717, 5.318052075279935, 5.365758916280864, 5.419775823839887, 5.395960368386696, 5.406868266253977, 5.391272367493613, 5.369626272173913, 5.370978623320775, 5.361058387250243, 5.367882297308397, 5.376582080675369, 5.376287660361337, 5.425969091244275, 5.440378988399492, 5.4193538238775245]"
5673,113440-113459,race-color,19,5.817617174366542,"[4.366298967782153, 4.4520381922607735, 4.721616123551876, 4.934865951166149, 5.070757511418533, 5.400633575876462, 5.493698372194043, 5.649047963401376, 5.760859461838404, 5.771735306608458, 5.8122205950520724, 5.828776890143118, 5.790080829305309, 5.822670981856487, 5.806295824825331, 5.848950435465012, 5.838790483528942, 5.8205607404282995, 5.8204720528892455, 5.817617174366542]"
5674,113460-113479,race-color,14,5.807550691976681,"[4.931309374917303, 5.322905543262615, 5.439688135311005, 5.457252734460347, 5.579966199716903, 5.733001390142425, 5.78045587163461, 5.9347860251189335, 6.010085271585642, 5.999150408708586, 6.031256543793181, 6.0249267148949714, 5.985861555521696, 5.944090259452001, 5.9055557954201765, 5.895994765798979, 5.873702810951164, 5.83110259839342, 5.792955857119239, 5.807550691976681]"
5675,113480-113499,gender,16,6.245245720833515,"[4.851197659639878, 5.130245531548166, 5.068941628322083, 5.290345721040827, 5.337023315301978, 5.703608158710213, 5.895072042201081, 5.9172854791342395, 5.954664737615841, 6.092867647679842, 6.105390014742362, 6.188974808970152, 6.21155962226802, 6.19143897517158, 6.200744799463566, 6.181964131733412, 6.233195567463569, 6.273685665820441, 6.237817251299707, 6.245245720833515]"
5676,113500-113519,gender,12,5.563619231526824,"[3.9711408632873955, 4.501622924320806, 4.6318065255398055, 4.626701472053339, 4.817843755773834, 5.096649060952672, 5.238176889316113, 5.349078066659031, 5.373493392632668, 5.383429901523566, 5.3798771413355855, 5.362485496320663, 5.477766537339526, 5.447713610692303, 5.486319961962521, 5.512342941730948, 5.506607129000076, 5.5692199791247115, 5.561502723997756, 5.563619231526824]"
5677,113520-113539,gender,18,6.030070656678266,"[3.8111227973929624, 4.0719364737243104, 4.7776136069638655, 4.913980437487139, 5.15739317231586, 5.556823029324414, 5.7395303762564795, 5.863229867621649, 5.879854942028294, 5.919944170351859, 5.898258318545509, 5.8986327029705565, 5.920086219306816, 5.989641575495774, 6.026543045120772, 6.023882358931575, 6.038476817187411, 6.017286483313274, 6.053236398343329, 6.030070656678266]"
5678,113540-113559,gender,17,5.93531538156793,"[4.676263300416702, 5.150635278630771, 5.212718904593492, 5.584079973919921, 5.538866943269901, 5.724195482861345, 5.883091433220715, 5.887106174751247, 5.945449756442461, 5.916329267729665, 6.046292678167544, 5.981916424581945, 5.968874655859361, 6.055533054570858, 6.016663131200045, 6.000688911499462, 6.006134917850926, 5.987858789610756, 5.977485983532419, 5.93531538156793]"
5679,113560-113579,race-color,13,5.939714293659425,"[3.8111227973929624, 4.740268711187477, 5.121920159378076, 5.284088630211324, 5.295742031526225, 5.784015270912692, 5.90155500907707, 5.994634181782127, 6.01826809420241, 6.064519494353291, 6.031862614032137, 6.048656049451513, 6.045756830502848, 6.0143554202119685, 5.974065546493101, 5.993630337775858, 5.969716016306044, 5.992238269186802, 5.967258517046419, 5.939714293659425]"
5680,113580-113599,race-color,12,5.383936825650663,"[4.366298967782153, 4.628221185200485, 4.913854073041939, 5.075215475358092, 4.985150304975674, 5.024915205223251, 5.128357519942813, 5.178544295874799, 5.305314489042797, 5.321630093694542, 5.285995780374346, 5.257170633817964, 5.2935649140519, 5.284852063316913, 5.377761671235716, 5.38061057961395, 5.384702967128278, 5.384417107441403, 5.372637063077683, 5.383936825650663]"
5681,113600-113619,race-color,15,5.877838047237938,"[4.851197659639878, 5.018468530319471, 4.9748778239346745, 5.170071288606046, 5.149640659896605, 5.42762770740285, 5.641482188575857, 5.7614641128372766, 5.8294674465370795, 5.83997167646881, 5.849762573668397, 5.897991803975867, 5.896900597023973, 5.9153886187971985, 5.920771679180403, 5.8849470298370194, 5.871181042728, 5.87434456973456, 5.859900319563211, 5.877838047237938]"
5682,113620-113639,race-color,14,5.96347712031771,"[5.079315061297314, 5.059786184948094, 5.44405680803698, 5.677408731596915, 5.639913693883715, 5.782688056519405, 5.953744679544355, 6.019352066802001, 6.042462916968305, 6.045278709194849, 6.072467484245431, 6.057953695628716, 6.062294544501412, 6.0557953693666775, 6.032735049633658, 6.007984221927088, 5.995517820856622, 5.989845843200023, 5.98306955841834, 5.96347712031771]"
5683,113640-113659,race-color,16,6.125818281825457,"[4.477177619613196, 4.933426420305581, 4.819821677249487, 5.091739827437221, 5.082491900812699, 5.503049057705141, 5.670482716328986, 5.804756427596684, 5.909532811044742, 5.953008201441916, 5.9941875470131905, 5.985658365919432, 6.041534049249264, 6.047466202805409, 6.053172017307666, 6.071226405111014, 6.091286916839368, 6.087726487999946, 6.093180851920076, 6.125818281825457]"
5684,113660-113679,race-color,11,5.476234137090525,"[4.477177619613196, 4.709306474387851, 4.783680777524568, 4.857679501193161, 4.850886482207426, 5.037187917711718, 5.194357707488714, 5.238041995798976, 5.2558107733116755, 5.203895677912655, 5.221103521315778, 5.346170309241492, 5.338972250612992, 5.3269868369891515, 5.347351216887438, 5.352797514797492, 5.471272391290195, 5.451521927248927, 5.471035145736491, 5.476234137090525]"
5685,113680-113699,race-color,-1,5.950744234166574,"[4.477177619613196, 4.844774554344568, 4.951945113210458, 4.816710511464483, 4.9256477344823795, 5.2957496475295835, 5.506572853679093, 5.602316238654581, 5.653060698447371, 5.643628554148362, 5.667179684464046, 5.672855874112644, 5.721678747367834, 5.786056882492237, 5.848729325446917, 5.874386911798252, 5.876773967654343, 5.883020242796486, 5.91959502889506, 5.950744234166574]"
5686,113700-113719,race-color,5,5.925503612693217,"[5.0072082393096204, 5.4300285166400535, 5.4360703363120555, 5.413683139800315, 5.410441009249449, 5.642190230475951, 5.7268450758160725, 5.789890024100685, 5.790490576375519, 5.8883005549409235, 5.931907449062509, 5.94936275425343, 5.953678043752328, 5.973010320092717, 5.994903362109582, 5.971004336000258, 5.9747613654167875, 5.9649541081889845, 5.951603242463538, 5.925503612693217]"
5687,113720-113739,race-color,-1,6.011183849978802,"[4.871140863287396, 4.934753513414347, 5.048084764621257, 5.24502513156291, 5.281947699357872, 5.5946287783134645, 5.69706534096665, 5.786519243029276, 5.899628679162791, 5.89695854935116, 5.948079971345187, 5.904603277120382, 5.975006929146664, 6.005490479888999, 6.015386506153256, 5.993941385025592, 6.025990365449985, 5.9916714341523845, 6.0240306091890785, 6.011183849978802]"
5688,113740-113759,race-color,20,5.633927495704952,"[3.8111227973929624, 3.792895846133691, 4.204387039812051, 4.64979704357774, 4.907803404178063, 5.139312672678473, 5.224435729835113, 5.325971300317876, 5.488566549537274, 5.496567815658563, 5.476001964284381, 5.60318400484048, 5.64391359671952, 5.69279460344134, 5.64289245069855, 5.649854218538393, 5.676444413284391, 5.66641110092351, 5.646845837870622, 5.633927495704952]"
5689,113760-113779,race-color,17,5.841557178810982,"[4.115202091768645, 4.595916994369331, 4.859273764203581, 4.753071803633189, 4.890456035573513, 5.302820534415634, 5.631367643215338, 5.668627684310097, 5.681397651086573, 5.734339057356316, 5.857154849225775, 5.824287365913088, 5.823271970477659, 5.861580902187284, 5.837781725469522, 5.836178295418106, 5.825762078227277, 5.80977319460307, 5.796871823283865, 5.841557178810982]"
5690,113780-113799,race-color,13,5.91923145505395,"[4.851197659639878, 5.249092165769259, 5.28475980576415, 5.530742805958698, 5.670106938721704, 5.909188242106511, 5.9725470747120015, 5.928802387196419, 5.934788261034395, 5.98946244643275, 5.991947906049518, 5.969435144002703, 5.968045925061871, 5.951854803322546, 5.922600463890343, 5.9111987438752385, 5.882400789339445, 5.927867438983087, 5.9032096313780436, 5.91923145505395]"
5691,113800-113819,religion,13,5.921978743297012,"[4.2827956538671605, 4.569119182459791, 4.8155970650638285, 4.8471691819714575, 4.930681032354682, 5.517628284149873, 5.687425934040618, 5.792790663046567, 5.908398115698101, 5.94810011305122, 5.937151284686104, 5.93707489381589, 5.920885516215304, 5.927146879492761, 5.9312205478895645, 5.923205678700733, 5.892976187336039, 5.899532265707842, 5.895504670179294, 5.921978743297012]"
5692,113820-113839,religion,17,5.38647793509162,"[4.366298967782153, 4.465518602859192, 4.8060888971976015, 4.939198389892357, 5.007294411816014, 5.114009916437283, 5.129098180141478, 5.185432454742945, 5.276073226141473, 5.315712002380338, 5.397922191640279, 5.379365209665425, 5.334103873586792, 5.425117512210411, 5.399090645393405, 5.370363300527949, 5.377732877813402, 5.423207951510544, 5.409937046052362, 5.38647793509162]"
5693,113840-113859,religion,17,5.810499830013924,"[4.7663781546098525, 5.084162013015048, 5.048039288632035, 5.045662686699484, 5.14175075569818, 5.395729680623536, 5.607214219817514, 5.580843910039756, 5.723073140154459, 5.7556728435280755, 5.803155015589759, 5.784306716433825, 5.759086886044434, 5.811006238410765, 5.830153598503816, 5.798136940027223, 5.793487248790945, 5.831167443581528, 5.823642775451159, 5.810499830013924]"
5694,113860-113879,religion,19,5.8097054920994,"[4.931309374917303, 5.175805677292642, 5.276559016528812, 5.437339180920031, 5.491086085337151, 5.682339693350962, 5.72800141464966, 5.76527102788584, 5.850712924153117, 5.856693615083456, 5.835658963530004, 5.869301646123979, 5.929621535506875, 5.920874183021904, 5.8934074573198965, 5.9234845874139666, 5.89928627321706, 5.862878646581627, 5.834320873657249, 5.8097054920994]"
5695,113880-113899,socioeconomic,12,5.832889802650441,"[4.606298888701354, 4.7540019583136575, 5.003104966107436, 5.189913692039822, 5.186986769920782, 5.5732600938039925, 5.774936952809181, 5.871193492528749, 5.917961385843321, 5.923174742429963, 5.912967003135126, 5.905857085932659, 5.8971608217544045, 5.906087790956749, 5.896041773011935, 5.9079205892988504, 5.923138156486758, 5.897506516192622, 5.865096956445047, 5.832889802650441]"
5696,113900-113919,socioeconomic,14,5.449833907769666,"[4.366298967782153, 4.803737905778938, 4.915998089297911, 4.91534259563871, 4.9006102052641785, 5.1046702969667965, 5.299507383696399, 5.351540180981306, 5.3814122181961395, 5.47297241318473, 5.506873153424668, 5.524855815362914, 5.499228179449911, 5.4962963243610945, 5.513687905695258, 5.545104712063623, 5.531233149111284, 5.506444181284988, 5.475436430015263, 5.449833907769666]"
5697,113920-113939,socioeconomic,-1,5.894074428679405,"[4.477177619613196, 4.542402607628513, 4.851204100715901, 4.932678708342258, 4.906039335406064, 5.269628406857625, 5.465733278980975, 5.577247483057154, 5.689330263747744, 5.6864517288607574, 5.721203833129072, 5.708008294536307, 5.741290549697392, 5.74954911248115, 5.7995481173614065, 5.775521895203829, 5.869034623566711, 5.872914398017564, 5.894311103640045, 5.894074428679405]"
5698,113940-113959,socioeconomic,15,5.871094474644085,"[4.7663781546098525, 5.266491197331227, 5.489167181137269, 5.6023912688840545, 5.710412523738862, 5.782982619001028, 5.900954777476907, 5.8952594450876825, 5.916458897783435, 5.946819920952433, 6.034765299991327, 6.070967675107585, 6.041427198383642, 6.038384234344822, 6.01355954892681, 5.972333608935063, 5.950552196923513, 5.92634021849457, 5.904956069833058, 5.871094474644085]"
5699,113960-113979,race-color,16,6.122849804867439,"[4.851197659639878, 4.898958544034767, 5.21682406602661, 5.318042341016616, 5.369393465141785, 5.658118465089214, 5.828340174858222, 5.862711581283211, 5.892362852316076, 5.9236968689947, 5.945381339856609, 6.000600802734055, 6.035582762431289, 6.040944846995677, 6.059568746536185, 6.072234234257911, 6.071631204014894, 6.120822465586125, 6.128456227424059, 6.122849804867439]"
5700,113980-113999,race-color,-1,5.593576942002006,"[4.366298967782153, 4.792080305312529, 4.853144053720998, 4.886845272076702, 5.012070671146482, 5.274568679437858, 5.472272413761961, 5.469168578348625, 5.459509329079026, 5.508662975910134, 5.487532693848597, 5.442362105451245, 5.475683246535022, 5.4888701521070615, 5.510055480333399, 5.468291662413989, 5.516892128839137, 5.596902846970727, 5.58052261100522, 5.593576942002006]"
5701,114000-114019,race-color,16,5.910587845840318,"[4.477177619613196, 4.683226404494751, 4.8668988872137, 4.786403334773486, 4.823227899670447, 5.302820534415632, 5.567964180612725, 5.777943211703184, 5.889589275593365, 5.935200946928148, 5.888262500514543, 5.954155801233112, 5.978033821133939, 5.978066430742756, 5.971241189929232, 5.96652295039803, 5.951368334518289, 5.926631612041336, 5.930433849748034, 5.910587845840318]"
5702,114020-114039,race-color,19,6.0390258914528,"[4.7663781546098525, 5.363503890443407, 5.692809492840209, 5.6570420966752835, 5.804613359476896, 5.865540384489171, 5.981728936264007, 6.021467922982944, 6.088457626451191, 6.112507481644057, 6.138436371703225, 6.121153075358313, 6.142418543161409, 6.129076524085501, 6.120620190492193, 6.155366644968332, 6.111016281128748, 6.084130194574191, 6.0620895096102485, 6.0390258914528]"
5703,114040-114059,race-color,17,6.045899621964372,"[4.115202091768645, 4.822695954406371, 5.063206408726197, 5.449050828384078, 5.357811242374999, 5.712808988394446, 5.822533820084446, 5.974291980722519, 6.0310648154798265, 6.0548426588972255, 6.029028007624159, 6.049603156271681, 6.050688673544613, 6.093422978912523, 6.066081700714082, 6.077679920810354, 6.08392269284212, 6.111768293188108, 6.0770238130232626, 6.045899621964372]"
5704,114060-114079,race-color,17,5.4938435257581135,"[4.115202091768645, 4.653030904408212, 4.783680777524568, 4.83929919533495, 4.908823732584225, 5.112762091539951, 5.297988618624164, 5.3693371010294895, 5.413989510844965, 5.462999611524079, 5.512290472003125, 5.466532303887842, 5.437062065662269, 5.461431011413478, 5.421144078236324, 5.397214800038547, 5.398708187133384, 5.489982549574354, 5.498589011259408, 5.4938435257581135]"
5705,114080-114099,race-color,15,5.970211125973769,"[4.2827956538671605, 4.435323102772653, 4.675818671821544, 4.852809674690049, 4.896185369069854, 5.365771834688227, 5.576259647669465, 5.831381031959899, 5.953509063045316, 6.02227693487982, 5.996769362404688, 6.070747053143696, 6.040648874912117, 6.017129220609334, 6.007652783711437, 5.978985761923547, 6.048262230800418, 6.018426796252291, 5.994111421709572, 5.970211125973769]"
